Open;High;Low;Close;Adj Close;Volume
294.500000;299.149994;291.790009;298.600006;298.600006;4777100
294.989990;296.049988;287.450012;291.559998;291.559998;7811100
291.559998;293.809998;283.399994;286.600006;286.600006;8461300
280.260010;282.500000;266.000000;270.750000;270.750000;23832800
268.350006;273.390015;261.890015;265.920013;265.920013;13478600
262.500000;265.000000;252.279999;254.589996;254.589996;16338200
255.710007;266.600006;253.699997;264.750000;264.750000;11643800
266.420013;268.049988;260.200012;263.309998;263.309998;7684000
266.179993;267.440002;260.390015;263.079987;263.079987;7328300
264.000000;268.880005;262.779999;267.619995;267.619995;6727200
267.350006;272.200012;264.029999;269.579987;269.579987;8650300
263.609985;269.350006;262.190002;268.029999;268.029999;7659100
267.779999;268.839996;257.010010;268.149994;268.149994;8951000
268.200012;275.480011;266.470001;272.790009;272.790009;9890400
271.989990;276.679993;271.279999;274.459991;274.459991;6525600
273.029999;275.529999;270.640015;270.720001;270.720001;6276400
270.019989;271.000000;264.570007;267.529999;267.529999;6794400
265.970001;280.529999;265.029999;280.480011;280.480011;10809100
284.799988;287.869995;282.339996;282.929993;282.929993;8786100
283.929993;286.929993;282.000000;285.529999;285.529999;5513200
283.820007;285.869995;279.399994;284.250000;284.250000;7685600
283.119995;288.170013;280.739990;286.279999;286.279999;16175900
304.489990;308.750000;288.299988;293.350006;293.350006;38258900
289.359985;290.899994;273.359985;275.299988;275.299988;23429900
272.890015;279.940002;269.000000;278.049988;278.049988;12599200
271.160004;275.410004;265.799988;266.690002;266.690002;11802400
268.059998;273.920013;266.630005;271.269989;271.269989;7133500
271.809998;274.019989;268.799988;271.500000;271.500000;4827400
270.679993;277.769989;270.179993;276.820007;276.820007;4747800
278.049988;285.750000;277.350006;281.859985;281.859985;6248400
281.869995;284.410004;277.549988;281.209991;281.209991;4356200
284.339996;293.489990;283.000000;291.450012;291.450012;9345600
291.000000;291.450012;284.779999;287.410004;287.410004;5090000
288.700012;289.119995;283.019989;286.809998;286.809998;5594300
288.000000;295.390015;287.160004;292.859985;292.859985;5566200
289.989990;291.190002;286.309998;288.029999;288.029999;4062400
288.190002;290.559998;285.839996;288.589996;288.589996;3438300
290.700012;298.190002;288.269989;289.570007;289.570007;5928500
288.730011;293.989990;287.510010;291.570007;291.570007;4509000
289.160004;296.359985;288.500000;294.179993;294.179993;3944300
295.320007;295.350006;288.700012;292.010010;292.010010;5772800
291.029999;293.410004;281.140015;283.109985;283.109985;9158900
283.250000;290.630005;283.220001;289.619995;289.619995;6529000
290.589996;295.820007;287.570007;295.029999;295.029999;6333800
296.000000;304.989990;293.279999;302.570007;302.570007;8616600
304.010010;305.670013;298.519989;302.600006;302.600006;5918000
301.010010;308.250000;301.000000;305.160004;305.160004;5111800
306.000000;312.690002;304.260010;311.690002;311.690002;7488400
309.100006;311.399994;304.410004;310.480011;310.480011;5970100
308.829987;315.730011;305.250000;315.549988;315.549988;7873900
315.000000;316.500000;311.690002;312.489990;312.489990;5321000
313.929993;316.820007;312.750000;315.929993;315.929993;4096900
315.779999;316.619995;313.339996;314.660004;314.660004;2411700
314.390015;314.390015;303.750000;309.989990;309.989990;6218800
302.220001;307.359985;301.880005;306.160004;306.160004;4992800
308.429993;308.429993;303.269989;304.320007;304.320007;3512100
305.269989;306.480011;298.809998;302.859985;302.859985;4615500
304.700012;307.850006;302.600006;307.350006;307.350006;4457800
307.350006;311.489990;302.440002;302.500000;302.500000;5748400
296.119995;298.940002;292.019989;293.119995;293.119995;10476100
294.489990;299.429993;294.200012;298.929993;298.929993;5589800
295.670013;299.170013;295.059998;298.440002;298.440002;4766600
298.500000;301.799988;297.250000;298.500000;298.500000;3879700
300.850006;305.709991;298.630005;304.209991;304.209991;4658900
307.359985;316.799988;306.600006;315.480011;315.480011;10427100
316.260010;325.359985;315.600006;320.799988;320.799988;11207400
324.500000;332.829987;324.179993;332.220001;332.220001;9822300
335.000000;338.000000;330.600006;336.899994;336.899994;9914900
337.760010;337.950012;331.019989;333.100006;333.100006;5765300
334.010010;335.700012;331.600006;333.200012;333.200012;2019300
334.600006;336.459991;332.010010;332.630005;332.630005;3589900
332.959991;333.820007;326.010010;329.089996;329.089996;5036100
